competition_group,electric_utility,gas_utility,building_type,time,remaining_below_baseline_stock,remaining_baseline_stock,remaining_efficient_stock,remaining_top10_stock,ret_er_below_baseline_stock,ret_er_baseline_stock,ret_er_efficient_stock,ret_er_top10_stock,rob_below_baseline_stock,rob_baseline_stock,rob_efficient_stock,rob_top10_stock
refrigeration,test_utility_1,none,multifamily,16,0.0,-32009.665703167746,0.0,32009.665703167746,0.0,-15241.128617733455,0.0,15241.128617733455,0.0,-4983.597738549953,0.0,4983.597738549953
refrigeration,test_utility_1,none,multifamily,17,0.0,-32314.721419306454,0.0,32314.721419306454,0.0,-15518.081647447147,0.0,15518.081647447147,0.0,-5091.568681792928,0.0,5091.568681792928
refrigeration,test_utility_1,none,multifamily,18,0.0,-32568.934516088713,0.0,32568.934516088713,0.0,-15749.866912883212,0.0,15749.866912883212,0.0,-5182.040004832735,0.0,5182.040004832735
refrigeration,test_utility_1,none,multifamily,19,0.0,-32780.77876340726,0.0,32780.77876340726,0.0,-15943.668802431817,0.0,15943.668802431817,0.0,-5257.756524875183,0.0,5257.756524875183
refrigeration,test_utility_1,none,single_family,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,single_family,1,0.0,-27499.444444444445,0.0,27499.444444444445,0.0,-1099.9555555555562,0.0,1099.9555555555562,0.0,-549.9333333333334,0.0,549.9333333333334
refrigeration,test_utility_1,none,single_family,2,0.0,-50412.85190765685,0.0,50412.85190765685,0.0,-6401.615265049892,0.0,6401.615265049892,0.0,-909.2063719542148,0.0,909.2063719542157
refrigeration,test_utility_1,none,single_family,3,0.0,-69506.86126854034,0.0,69506.86126854035,0.0,-13683.976235050264,0.0,13683.976235050268,0.0,-2640.8734340681203,0.0,2640.8734340681212
refrigeration,test_utility_1,none,single_family,4,0.0,-85418.28835893785,0.0,85418.28835893786,0.0,-21623.801211945447,0.0,21623.801211945458,0.0,-5019.490530191384,0.0,5019.490530191387
refrigeration,test_utility_1,none,single_family,5,0.0,-98677.58627302208,0.0,98677.58627302211,0.0,-29462.74200898718,0.0,29462.742008987196,0.0,-7612.852654730845,0.0,7612.852654730847
refrigeration,test_utility_1,none,single_family,6,0.0,-109726.79546950197,0.0,109726.79546950196,0.0,-36793.77035567937,0.0,36793.77035567939,0.0,-10173.263052137096,0.0,10173.263052137103
refrigeration,test_utility_1,none,single_family,7,0.0,-118934.29012987486,0.0,118934.29012987488,0.0,-43424.64257287488,0.0,43424.64257287489,0.0,-12567.775410731043,0.0,12567.775410731047
refrigeration,test_utility_1,none,single_family,8,0.0,-126607.04953852361,0.0,126607.04953852363,0.0,-49291.15785551186,0.0,49291.15785551186,0.0,-14733.597794576563,0.0,14733.597794576563
refrigeration,test_utility_1,none,single_family,9,0.0,-133000.88728876566,0.0,133000.8872887657,0.0,-54402.53455748385,0.0,54402.53455748386,0.0,-16649.76050193167,0.0,16649.760501931672
refrigeration,test_utility_1,none,single_family,10,0.0,-138328.9780249338,0.0,138328.97802493384,0.0,-58807.42898273052,0.0,58807.42898273053,0.0,-18319.274503313707,0.0,18319.274503313707
refrigeration,test_utility_1,none,single_family,11,0.0,-142768.9640239322,0.0,142768.96402393223,0.0,-62573.156308432655,0.0,62573.15630843266,0.0,-19758.032266982646,0.0,19758.032266982646
refrigeration,test_utility_1,none,single_family,12,0.0,-146468.8776371385,0.0,146468.87763713853,0.0,-65773.29985815947,0.0,65773.29985815949,0.0,-20988.020752827757,0.0,20988.02075282776
refrigeration,test_utility_1,none,single_family,13,0.0,-149552.07670259004,0.0,149552.07670259004,0.0,-68480.60318980242,0.0,68480.60318980245,0.0,-22033.274266533706,0.0,22033.274266533714
refrigeration,test_utility_1,none,single_family,14,0.0,-152121.3573544122,0.0,152121.35735441218,0.0,-70763.1489834452,0.0,70763.14898344521,0.0,-22917.552823414673,0.0,22917.55282341468
